,gender,genderLooking,age,name,counts_details,counts_pictures,counts_profileVisits,counts_kisses,counts_fans,counts_g,flirtInterests_chat,flirtInterests_friends,flirtInterests_date,country,isFlirtstar,isHighlighted,isInfluencer,isMobile,isNew,isOnline,isVip,lang_count,lang_fr,lang_en,lang_de,lang_it,lang_es,lang_pt,verified,shareProfileEnabled,birthd,userId
29,F,both,22,🌸Joya Tiffany🌸,0.69,30,30863,1901,121,0,False,False,True,CH,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,1,0,505c1fb6883fa981430003eb
30,F,M,24,Vanessa,0.85,3,51339,2926,1,43,True,False,False,CH,0,0,0,1,0,0,0,1,False,False,True,False,False,False,0,1,0,505e2cb5883fa927490000de
31,F,M,21,Susanne,0.96,7,3471,38,4,0,False,False,True,CH,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,1,0,5061efafca61bef159000003
32,F,M,25,meli,0.85,18,12050,478,7,4,False,True,True,CH,0,0,0,1,0,0,0,1,False,False,True,False,False,False,0,1,0,50770cf26f37f3186400009c
33,F,M,24,LittleLady,1.0,12,26982,710,0,1,True,False,True,CH,0,0,0,0,0,0,0,1,False,False,True,False,False,False,1,1,0,508103fb883fa9e833000226
34,F,M,24,sase,0.96,7,1820,25,0,0,True,True,False,CH,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,1,0,5081f53b0c84d34f350003ac
35,F,none,22,Blüemli Debbie,0.96,18,11507,194,58,0,True,False,False,CH,0,0,0,0,0,0,0,1,False,False,True,False,False,False,1,1,0,508759df2d15de2f3a000153
36,F,M,21,Meyo,0.92,10,17655,468,0,2,True,True,True,CH,0,0,0,1,0,0,0,1,False,False,True,False,False,False,1,1,0,5095ab72a9d0b35655000043
37,F,M,21,Paola,0.81,11,47000,1469,82,7,True,False,False,DE,0,0,0,1,0,0,0,2,False,False,True,True,False,False,1,1,0,509e925c1b0ba0713600001f
38,F,M,19,Selina,0.77,8,12754,368,2,2,True,True,True,CH,0,0,0,1,0,1,0,4,True,True,True,False,True,False,0,1,0,509fd03890c8fd376b000007
39,F,M,19,...,0.12,3,7694,143,14,0,True,True,True,CH,0,0,0,1,0,0,0,4,True,True,True,False,False,False,0,1,0,50a2cd101b0ba03874000031
40,F,M,25,fabienne,0.92,20,4372,134,16,0,True,False,False,CH,0,0,0,1,0,0,0,1,False,False,True,False,False,False,0,1,0,50a44709ca61be6127000084
41,F,M,22,Balu🐾,0.19,5,9700,124,0,3,True,False,False,CH,0,0,0,1,0,0,0,1,False,False,True,False,False,False,0,1,0,50a88f797acab1596d00006c
42,F,M,20,Nicole,0.88,3,10531,360,1,0,True,False,False,CH,0,0,0,0,0,0,0,1,False,False,True,False,False,False,1,1,0,50a8deee0c84d37d2c000005
43,F,M,19,Nina,0.85,8,16458,486,15,1,True,False,True,CH,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,1,0,50abd2c0c56da13775000018
44,F,M,20,Laure,0.85,5,264,6,0,0,False,True,False,CH,0,0,0,1,0,0,1,1,True,False,False,False,False,False,1,1,0,50aff34a1a0ba07b1d00004e
45,F,M,25,Besolatina,1.0,15,18475,1065,23,7,True,True,False,CH,0,0,0,1,0,0,1,4,False,True,True,True,True,False,1,1,0,50b0b5681a0ba0c326000067
46,F,M,22,jacky,1.0,5,7045,316,0,1,True,False,True,DE,0,0,0,1,0,0,0,1,False,False,True,False,False,False,1,1,0,50b283771b0ba0162c00008c
47,F,M,25,SUNSHINE#SMILE,0.77,4,52884,1717,2,4,True,True,True,DE,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,1,0,50b48af7c76da15a65000048
48,F,M,22,Diva ♥,0.92,12,37740,1016,41,2,True,False,True,CH,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,1,0,50ba0df8c46da1c070000084
49,F,M,20,Valentine,0.96,4,6730,297,2,1,False,True,False,CH,0,0,0,1,0,1,0,1,False,True,False,False,False,False,0,1,0,50bca8837acab16d13000049
50,F,M,20,Regina,0.77,11,11120,216,0,1,True,True,False,DE,0,0,0,1,0,0,0,2,False,False,True,False,False,False,0,1,0,50bfe4fd0c84d3eb690001df
51,F,M,24,laurencia,0.58,4,18395,328,0,0,False,False,True,CH,0,0,0,0,0,0,0,1,False,False,True,False,False,False,0,1,0,50c0be44140ba07b3a000029
52,F,M,24,Jessie,0.9,6,6756,81,0,1,True,False,True,CH,0,0,0,1,0,1,0,1,False,False,True,False,False,False,1,1,0,50c442ab7acab12b2500025c
53,F,M,21,daniela,0.88,4,10976,158,26,1,True,False,False,CH,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,1,0,50c65f97c76da1170400000a
54,F,M,21,Zsc_giirl18,1.0,13,2567,97,1,2,True,True,True,CH,0,0,0,0,0,0,0,1,False,False,True,False,False,False,0,1,0,50c78d5a7acab1456c00001a
55,F,M,22,EST.93,0.81,5,1309,89,0,0,True,True,False,CH,0,0,0,1,0,1,0,1,False,False,True,False,False,False,1,1,0,50c7bf0f1b0ba09307000014
56,F,M,26,Lotte,0.35,1,1448,37,0,0,False,False,True,DE,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,1,0,50c8b1ccc56da12b4e000008
57,F,M,23,Sina,0.81,19,31448,754,31,1,False,False,True,CH,0,0,0,1,0,0,0,1,False,False,True,False,False,False,1,1,0,50ca3352ca61bef76e000033
58,F,M,20,Suzi,0.96,8,7979,138,4,0,True,True,True,DE,0,0,0,1,0,0,0,2,False,False,True,False,False,False,1,1,0,50cfc14b150ba0f5620001f7
59,F,M,24,HRVATiCA,0.31,12,12629,548,0,3,True,False,False,DE,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,1,0,50d0cd8b7acab19f190000e3
60,F,M,19,laura,0.62,4,48980,2358,28,4,True,False,True,CH,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,1,0,50d5af6a1b0ba0096e000018
61,F,M,22,Chantal,0.81,3,54332,1196,0,2,True,True,False,CH,0,0,0,1,0,1,0,0,False,False,False,False,False,False,1,1,0,50d89ab12d15de7c73000019
62,F,M,20,Young Yummy,0.85,28,33528,3679,32,10,False,True,False,CH,0,0,0,1,0,1,0,5,False,True,True,False,True,False,1,1,0,50da3a797acab1f041000000
63,F,M,22,stella101,0.62,11,6495,292,0,0,True,False,False,CH,0,0,0,1,0,1,0,4,True,True,True,True,False,False,0,1,0,50dd6cd8150ba0415a000027
64,F,M,23,nymeria,1.0,30,11989,272,0,0,True,False,True,CH,0,0,0,1,0,0,1,1,False,False,True,False,False,False,0,1,0,50ddf34b140ba0c51e000000
65,F,M,19,Livia,0.42,5,6012,132,0,0,False,False,True,CH,0,0,0,1,0,0,0,1,False,False,True,False,False,False,0,1,0,50e5e7cf7acab1317a000007
66,F,M,20,Stefania,0.81,13,2844,35,6,0,True,False,True,CH,0,0,0,1,0,0,0,2,False,False,True,True,False,False,0,1,0,50e61f4c6f37f3454f000006
67,F,M,20,Bebisch,0.35,1,27174,1306,0,2,True,False,False,CH,0,0,0,0,0,1,0,0,False,False,False,False,False,False,1,1,0,50e692676f37f3827d000034
68,F,M,25,Froueli22,0.81,11,4709,203,10,0,True,True,True,CH,0,0,0,1,0,0,0,1,False,False,True,False,False,False,0,1,0,50e9be370c84d3783600005f
69,F,M,21,Tilly,0.85,21,20642,530,15,0,True,False,False,CH,0,0,0,1,0,0,0,3,False,True,True,False,True,False,0,1,0,50f141fcc76da1d728000134
70,F,M,23,sabe713,0.88,7,18216,301,0,2,True,True,True,CH,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,1,0,50f3220f38a89c0a5b00004e
71,F,M,21,Holidaay_,1.0,15,30950,1173,4,10,False,False,True,DE,0,0,0,1,0,1,0,1,False,False,True,False,False,False,1,1,0,50f40f6190c8fdb560000071
72,F,M,19,Jessica.,0.69,7,9078,335,11,0,True,False,False,DE,0,0,0,1,0,0,1,1,False,False,True,False,False,False,1,1,0,50f445bb38a89cfb2300002a
73,F,M,20,Angi,0.38,3,864,39,0,0,True,True,True,DE,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,1,0,50f462f090c8fd3679000166
74,F,none,21,Bella*,0.96,3,18187,772,51,2,False,False,True,CH,0,0,0,1,0,0,0,1,False,False,True,False,False,False,1,1,0,50f6eb85170ba0cd43000041
75,F,M,21,vanessa Kristin,0.77,10,21469,623,1,0,True,False,False,DE,0,0,0,1,0,0,0,1,False,False,True,False,False,False,0,1,0,50f7100f190ba04d5e00017e
76,F,M,24,la_bachelorette,0.85,6,17115,610,13,10,True,False,True,CH,0,0,0,0,0,0,0,4,True,True,True,True,False,False,1,1,0,50f8fa1a170ba0b3320000e6
77,F,M,20,_Tati_,0.92,14,51560,6155,18,11,True,False,False,CH,0,0,0,1,0,1,0,1,False,False,True,False,False,False,1,1,0,50f9099d90c8fd99540000e6
78,F,M,23,Bernadette,1.0,20,23177,1194,25,13,False,False,True,CH,0,0,0,1,0,0,0,1,False,False,True,False,False,False,1,1,0,50fa59cc7acab11d6a000094
79,F,M,23,Honigbär,0.54,1,52,0,0,0,True,False,True,DE,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,1,0,50faaba538a89c18710000b0
80,F,M,20,Yara,1.0,13,4829,348,0,3,False,False,True,DE,0,0,0,1,0,0,0,1,False,False,True,False,False,False,0,1,0,50fb18b97acab14f200001a2
81,F,M,20,VioLa_,0.42,4,31435,1978,0,1,True,True,True,CH,0,0,0,1,0,0,0,2,False,False,True,True,False,False,0,0,0,50fc18d51c6988476800011b
82,F,M,24,Angelina_ink,0.77,27,28159,638,0,1,True,True,False,DE,0,0,0,1,0,0,0,1,False,False,True,False,False,False,0,1,0,50fc37851d6988a7490000be
83,F,both,22,lisa,1.0,11,5550,450,12,4,False,True,False,DE,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,1,0,50fdb9d1170ba0524c000035
84,F,M,19,colore,0.5,8,1255,52,1,1,True,True,False,CH,0,0,0,1,0,0,0,1,False,False,True,False,False,False,0,1,0,5102daf51e69880d1500010b
85,F,M,23,Bambi06,1.0,4,7493,362,48,4,True,False,False,DE,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,1,0,510407c790c8fd9a22000050
86,F,none,23,Chrissy,0.96,4,5177,467,0,0,True,True,True,CH,0,0,0,1,0,1,0,2,False,True,True,False,False,False,1,1,0,51059c68190ba0f01c00001e
87,F,M,21,anni,0.77,18,15200,1187,7,3,True,False,False,DE,0,0,0,1,0,1,0,1,False,False,True,False,False,False,1,1,0,51068563150ba02b73000108
88,F,M,26,Agnieszka,0.73,11,25845,1898,34,4,True,True,True,DE,0,0,0,1,0,1,0,5,False,True,True,False,False,False,0,0,0,5106db1a140ba0307e00016d
89,F,M,25,Nicole1989,0.96,7,8143,317,1,0,False,False,True,DE,0,0,0,1,0,1,0,2,False,False,True,False,False,False,1,1,0,5109b4e4170ba0b722000222
90,F,both,24,Jasmin,1.0,10,10861,593,9,1,True,False,False,DE,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,1,0,510a4f750c84d3a54800007d
91,F,M,21,jessika,0.27,21,52465,3739,4,3,True,False,True,CH,0,0,0,1,0,0,0,1,False,False,True,False,False,False,0,1,0,510acfd738a89cb663000008
92,F,M,19,Sarah,1.0,5,17289,734,1,5,True,False,False,DE,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,1,0,510d10610c84d39818000190
93,F,M,21,LEDENA,0.96,10,8334,290,0,0,False,False,False,DE,0,0,0,1,0,1,0,1,False,False,True,False,False,False,1,1,0,510ef67b160ba0dd660000e6
94,F,M,24,lisa-roxanne,0.85,4,1076,20,2,0,True,True,True,DE,0,0,0,1,0,0,0,1,False,False,True,False,False,False,0,1,0,51115846150ba0c3310000d2
95,F,both,22,miiieze,0.73,8,19690,551,13,1,True,False,True,AT,0,0,0,1,0,1,0,1,False,False,True,False,False,False,1,1,0,5111891a1c698865440000fc
96,F,M,22,Teeufelchen,0.92,6,43387,1854,12,8,True,True,True,DE,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,1,0,511592de90c8fd152a0000f0
97,F,none,20,Julie,0.5,19,28293,1027,2,0,False,False,False,CH,0,0,0,1,0,0,0,2,False,False,True,False,False,False,0,1,0,5117cf3b150ba01d540000d5
98,F,M,24,Svetlana,0.0,17,43796,2750,2,4,True,True,True,CH,0,0,0,1,0,0,0,1,False,False,True,False,False,False,1,1,0,5117d5bd1d69884d140000c7
99,F,none,23,Denice,0.88,24,23679,1084,12,1,True,True,False,DE,0,0,0,1,0,0,0,1,False,False,True,False,False,False,1,1,0,51190c74160ba0807000017e
100,F,M,19,Lara,1.0,7,5101,158,1,1,True,False,False,CH,1,1,0,1,0,1,0,2,True,False,True,False,False,False,0,1,0,511a6290190ba01634000087
101,F,M,20,Francesca,0.81,7,31221,1117,6,3,True,True,True,CH,0,0,0,1,0,0,0,2,False,False,True,True,False,False,1,1,0,511a9d480c84d3851c000132
102,F,M,22,Domini,0.46,3,9896,413,2,0,False,True,False,CZ,0,0,0,1,0,1,0,2,False,False,True,False,False,False,0,1,0,511ae00f0c84d3be3200016f
103,F,M,20,Cindy,0.35,4,9850,241,13,0,True,False,False,CH,0,0,0,1,0,0,0,1,False,False,True,False,False,False,1,1,0,511b8ed138a89c2320000019
104,F,M,21,Sabrina,0.81,5,11895,730,0,0,True,False,True,CH,0,0,0,0,0,1,0,1,False,False,True,False,False,False,0,1,0,511be737160ba0754000013f
105,F,M,19,swaga_,0.23,4,21224,316,0,1,True,False,False,JM,0,0,0,1,0,0,0,3,False,True,True,False,False,False,1,1,0,511c3eaac76da1e526000004
106,F,M,19,Vanessa,0.5,9,4335,355,91,0,True,False,False,CH,0,0,0,1,0,0,0,1,False,False,True,False,False,False,0,1,0,511cceb51d6988784100018d
107,F,M,22,Niina,0.85,7,26483,746,3,3,True,True,False,DE,0,0,0,1,0,1,0,0,False,False,False,False,False,False,0,1,0,511d43190c84d3de7200016e
108,F,both,19,Jyou,0.96,3,780,22,0,0,False,True,True,CH,0,0,0,1,0,0,0,1,False,False,True,False,False,False,0,1,0,511e3f5a160ba05c2e000145
109,F,M,19,tamara,0.65,4,12754,644,0,3,True,False,False,CH,0,0,0,1,0,0,0,1,False,False,True,False,False,False,0,1,0,511f820f140ba0a91400019a
110,F,M,26,Ramona☆,0.85,4,3441,88,3,0,False,False,True,DE,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,1,0,512144e00c84d3d524000109
111,F,M,19,_swissgiirl_,0.42,10,18731,644,3,0,True,False,False,CH,0,0,0,1,0,0,0,1,False,False,True,False,False,False,1,0,0,5122a0a3170ba0d75900015e
112,F,M,21,Cheyenne,0.85,16,5450,298,15,3,True,False,False,CH,0,0,0,1,0,0,0,9,True,True,True,True,True,True,1,1,0,5123a9b6150ba0431a00008f
113,F,none,19,Miss Fortune,0.15,1,29903,2146,0,1,True,True,False,CH,0,0,0,1,0,0,0,3,True,False,True,False,False,False,0,0,0,51246da80c84d35d77000e2b
114,F,M,23,Janina,0.62,13,50275,3687,0,2,True,True,True,DE,0,0,0,1,0,1,0,1,False,False,True,False,False,False,1,1,0,5129f04d170ba02764000135
115,F,M,24,ShellyBee,1.0,11,14526,1116,19,9,False,False,True,SC,0,0,0,1,0,0,0,1,False,False,True,False,False,False,1,1,0,512a2a4090c8fd9476000171
116,F,M,24,giftzwärg,0.88,15,3769,276,2,0,True,True,False,CH,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,1,0,512b4e840c84d32f3600017d
117,F,none,22,alexis,0.69,6,14082,667,12,0,True,True,False,DE,0,0,0,1,0,1,0,1,False,False,True,False,False,False,1,1,0,512c015c170ba06b630001b0
118,F,M,20,lindaa:),0.77,6,7662,189,148,0,True,False,False,DE,0,0,0,1,0,0,0,1,False,False,True,False,False,False,0,1,0,513248b3160ba0eb6b000133
119,F,M,19,Ramona,0.73,6,7571,396,7,3,False,False,True,CH,0,0,0,1,0,0,0,1,False,False,True,False,False,False,0,1,0,5134e776160ba0c670000009
120,F,none,19,babuska,0.77,13,7842,142,5,0,True,True,False,CH,0,0,0,1,0,1,0,2,False,False,True,False,False,False,0,1,0,5137a0eb150ba03c0d000124
121,F,M,23,lisa,0.81,4,3959,188,0,0,True,False,False,DE,0,0,0,1,0,1,0,1,False,False,True,False,False,False,1,1,0,513a258e140ba02e5d000013
122,F,none,23,Michelle,0.88,1,1797,40,3,0,False,False,True,DE,0,0,0,1,0,0,0,1,False,False,True,False,False,False,1,1,0,513c612c150ba06326000073
123,F,M,20,Olivia,1.0,6,30847,1861,43,6,True,False,False,CH,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,1,0,513f1005150ba0bf31000da2
124,F,M,23,ela,0.15,2,12671,338,0,2,True,False,True,DE,0,0,0,0,0,1,0,1,False,False,True,False,False,False,0,1,0,513f7e33150ba08d5f000390
125,F,M,20,lariih,0.81,11,7465,247,2,1,True,True,False,CH,0,0,0,1,0,0,0,1,False,False,True,False,False,False,0,1,0,514182931a0ba0f928000a9c
126,F,M,20,Tina,0.46,12,23168,520,0,0,True,False,False,CH,0,0,0,1,0,1,0,1,False,False,True,False,False,False,1,1,0,5144e452180ba0cd31000696
127,F,M,25,Lady-Na,0.85,25,27375,885,12,0,False,False,True,CH,0,0,0,1,0,0,0,1,False,False,True,False,False,False,1,1,0,51462d7f1b0ba0ce2400003d
128,F,M,20,Jenny,0.65,12,15236,764,65,2,True,False,False,CH,0,0,0,1,0,0,0,1,False,False,True,False,False,False,0,1,0,5149e90d160ba0e1190000a0
129,F,none,19,Larali,0.58,5,1167,29,47,0,True,True,True,DE,0,0,0,1,0,0,0,1,False,False,True,False,False,False,0,1,0,514dfc81190ba09d5600057d
130,F,none,19,Flavia,0.88,11,22226,2338,1,2,True,True,True,CH,0,0,0,1,0,0,0,1,False,False,True,False,False,False,1,1,0,515385691b0ba05e0f000192
131,F,M,22,anna,0.46,4,17971,657,0,3,False,False,True,DE,0,0,0,1,0,1,0,3,False,True,True,False,True,False,0,1,0,515f4baf140ba0155a00004b
132,F,M,20,jasmin.diaz,0.58,5,19653,759,1,1,False,False,True,CH,0,0,0,1,0,0,0,1,False,False,True,False,False,False,0,0,0,5164227c150ba0eb480001fa
133,F,M,19,MaaRiiPooSaax3,0.85,11,13194,225,8,0,True,True,False,CH,0,0,0,1,0,0,0,1,False,False,True,False,False,False,1,1,0,5165b7561c0ba00268000013
134,F,M,22,》》》●•●《《《,0.81,13,47475,2137,0,1,True,True,False,CH,0,0,0,1,0,0,0,1,False,False,True,False,False,False,1,1,0,5165df621c0ba00d680007e6
135,F,M,21,Jäcky,0.88,14,24369,1559,12,1,True,True,True,CH,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,1,0,516a97b5c46da1f62a000375
136,F,M,22,Nathalie,0.81,3,1359,42,0,0,True,False,False,CH,0,0,0,1,0,0,0,1,False,False,True,False,False,False,1,1,0,516ae6d91c0ba091150002af
137,F,M,24,caro,0.88,9,7014,216,2,0,True,True,False,CH,0,0,0,1,0,0,0,1,False,False,True,False,False,False,1,1,0,516bb8811a0ba0c51b000161
138,F,M,23,luu,0.85,18,20823,864,64,0,True,True,True,CH,0,0,0,1,0,0,0,2,False,False,True,True,False,False,1,1,0,516d97481b0ba0da03000517
139,F,M,19,Christin🎀,0.8,5,12344,234,26,0,True,False,False,DE,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,1,0,516dbf2f1b0ba0d9230006c3
140,F,M,21,Carölchen,0.73,5,3808,120,1,1,True,False,False,CH,0,0,0,1,0,0,0,4,True,True,True,True,False,False,0,0,0,5172dfd0170ba0887f0004f5
141,F,M,19,Mary,0.23,6,1934,57,0,0,True,False,False,CH,0,0,0,1,0,0,0,1,False,False,True,False,False,False,0,1,0,5173de26170ba008410005ba
142,F,M,19,ladylike95,0.88,9,3217,180,3,0,True,True,True,CH,0,0,0,0,0,0,0,3,True,True,True,False,False,False,1,1,0,517ad1c61c0ba0316a000078
143,F,M,24,Anabel,0.54,4,14267,670,0,0,False,False,True,CH,0,0,0,1,0,0,0,3,False,False,True,False,True,True,0,1,0,517ccdc3160ba07660000056
144,F,M,22,nissy,0.31,5,22443,475,0,0,True,False,False,DE,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,1,0,517d355d140ba0625600030c
145,F,M,19,Saskia,1.0,9,11909,242,0,1,False,False,True,CH,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,1,0,518019d9170ba0f33c000067
146,F,M,19,Tanja,0.85,11,6819,164,11,0,True,True,True,CH,0,0,0,1,0,0,0,1,False,False,True,False,False,False,1,1,0,5180d1c5160ba07d3c0001b4
147,F,M,19,diana,0.58,9,5270,64,17,0,False,True,True,CH,0,0,0,1,0,0,0,1,False,False,True,False,False,False,1,1,0,518809f21c0ba0d070000218
148,F,M,25,mariiaa,0.5,3,44,3,0,0,False,False,True,CH,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,0,0,518b88801a0ba0ec32000230
149,F,M,24,Babuccc,0.73,6,24877,1414,119,3,True,True,True,DE,0,0,0,1,0,0,0,2,False,True,False,False,False,False,0,1,0,518b9f17c66da1330c000018
150,F,F,22,Vanessa,0.92,4,690,6,3,0,False,True,False,DE,0,0,0,1,0,1,1,1,False,False,True,False,False,False,0,1,0,518c2086170ba0b803000098
151,F,M,21,Karen,0.38,3,1058,62,1,0,True,False,False,CH,0,0,0,1,0,0,0,1,False,False,True,False,False,False,0,1,0,5193c6a61b0ba0f26a000289
152,F,M,21,Priiscilla..,0.5,20,44883,3556,14,5,False,False,True,CH,1,1,0,1,0,1,0,1,False,False,True,False,False,False,0,1,0,51977983c76da1a3710003bb
153,F,both,21,Mischi,0.77,20,17092,461,1,0,True,False,False,CH,0,0,0,1,0,0,0,1,False,False,True,False,False,False,1,1,0,5198019f160ba0ec750000e1
154,F,M,20,Mhmoke,0.42,6,49039,4269,0,15,True,True,False,CH,0,0,0,1,0,1,0,1,False,False,True,False,False,False,0,1,0,51989e08c86da19a700003f5
155,F,M,24,Chrysi,0.31,3,21710,801,0,1,True,False,True,DE,0,0,0,0,0,1,0,2,False,False,True,False,False,False,0,0,0,519e474b150ba0e67c000069
