, Debt ratio %, Borrowing dependency, Liability to Equity, Net Income to Stockholder's Equity, Persistent EPS in the Last Four Seasons, ROA(C) before interest and depreciation before interest, Net worth/Assets, ROA(B) before interest and depreciation after tax, ROA(A) before interest and % after tax, Net Income to Total Assets,Bankrupt?
48,0.0750068023097621,0.371664769181561,0.277037575643275,0.84216379990304,0.235605559232296,0.531077853068786,0.924993197690238,0.581455110016596,0.593382032272133,0.83006232236801,0
49,0.0591952111739275,0.370470360089737,0.276443759392736,0.84207306015367,0.233431029592512,0.538292789938088,0.940804788826073,0.605385727287328,0.59272786742259,0.830920237421743,0
50,0.0207394866523566,0.36963718146295,0.275281166267851,0.842076417135753,0.245249125460906,0.548822697801394,0.979260513347643,0.602120027838749,0.598397296118622,0.836624838587615,0
51,0.116243915711824,0.375277073831928,0.279073783801452,0.840663869212078,0.219343859317387,0.486520742943499,0.883756084288176,0.540500026768028,0.551515481901439,0.804111648768207,0
52,0.0945067569610303,0.37256840452444,0.277898065827413,0.844711877661214,0.273707100311998,0.598986008872422,0.90549324303897,0.648428716740725,0.662123855211513,0.864426804673894,0
53,0.110983462829156,0.372694779269174,0.278764657672496,0.843221800719558,0.244965491160064,0.577097450397309,0.889016537170844,0.60501097489159,0.609409071085914,0.838805708671536,0
54,0.0699579768419143,0.372399532077936,0.276838482125917,0.839301870944131,0.211496643660773,0.460195973285234,0.930042023158086,0.5120188446919,0.512265590928914,0.783816813375728,0
55,0.131208997188379,0.37408490146125,0.280060867052242,0.842385333890667,0.244020043490593,0.522010432408716,0.868791002811621,0.572086300123133,0.585532054077628,0.824122783118017,0
56,0.106720682044925,0.373916029014747,0.278525143576157,0.840837505113785,0.220667486054647,0.507483059523229,0.893279317955075,0.555222442314899,0.552060619276058,0.806932889839919,0
57,0.170420533905735,0.378269806724926,0.283750039496753,0.840796352085272,0.21991112791907,0.475454589772339,0.829579466094265,0.532683762514053,0.545464457043175,0.802892914023389,0
58,0.0753695921637391,0.371142494794032,0.277051991392462,0.841547254167916,0.227474709274842,0.495003168722274,0.924630407836261,0.543765726216607,0.573320976886175,0.820118770592025,0
59,0.11340206185567,0.36963718146295,0.278903784718848,0.840979231250277,0.228231067410419,0.480719543703993,0.88659793814433,0.531505969270304,0.552224160488443,0.808433521905328,0
60,0.138071771926112,0.376789097326447,0.280576254886011,0.836252068628332,0.205918502410892,0.435723687417735,0.861928228073888,0.474811285400717,0.465547317924117,0.75230634888845,0
61,0.122411343229434,0.373501117242212,0.279461350052932,0.841691091307571,0.238536447007658,0.518256715253742,0.877588656770566,0.564537716151828,0.569832097688618,0.816825335196027,0
62,0.179369350303836,0.38203309005263,0.284936057351016,0.841091887000415,0.22189656802496,0.478574562472578,0.820630649696164,0.531345361100701,0.548789795028347,0.804928810145379,0
63,0.0579556791728391,0.36963718146295,0.276399896263762,0.84020334969615,0.215940247707289,0.469458392239068,0.942044320827161,0.521119974302693,0.535324901875272,0.798769013398483,0
64,0.164132176436799,0.373327771353418,0.283014827565106,0.844567225658137,0.279096152027985,0.548188953346658,0.835867823563201,0.599657369238182,0.614860444832098,0.839588077207554,0
65,0.129395047918493,0.376366357029903,0.279931903570288,0.840532866847576,0.217642053512338,0.493930678106567,0.870604952081507,0.547888002569731,0.546445704317488,0.801929638665305,0
66,0.165946125706684,0.377510439895948,0.283217721054776,0.841046968132082,0.222463836626643,0.499536879052308,0.834053874293316,0.54879811553081,0.551406454426515,0.805520860536578,0
67,0.193971641926414,0.382856203434262,0.28730666162432,0.840745497715785,0.226718351139264,0.489153219909326,0.806028358073586,0.545211199743027,0.543011338857392,0.801227046793297,0
68,0.142122925295523,0.372645571403968,0.280902493068985,0.843760797178316,0.251489080079418,0.571296251157802,0.857877074704477,0.608865570962043,0.616550370693415,0.837717436750727,0
69,0.0625812498110469,0.370527396478954,0.276563767397073,0.840697211750878,0.22123475465633,0.504460585969873,0.937418750188953,0.55693559612399,0.549934583515046,0.807090752839149,0
70,0.0877346796867914,0.37229552454466,0.277580360597223,0.842527387439717,0.247140020799849,0.564910057037001,0.912265320313209,0.609668611810054,0.599215002180549,0.833623099742513,0
71,0.134685733288992,0.373753866731681,0.280317625642962,0.839119900245698,0.20563486811005,0.453371033003461,0.865314266711008,0.50388136409872,0.515318360226777,0.785120044700173,0
72,0.103062551017323,0.371408664610374,0.278329808631099,0.840053341011338,0.214427531436135,0.494028177253449,0.896937448982677,0.535039349001553,0.531617967727867,0.796130973601201,0
73,0.0682649575233546,0.371267751178193,0.276773947308933,0.843441392445495,0.242318237685544,0.591039828401501,0.931735042476645,0.620108142834199,0.639391626689926,0.85224130130811,0
74,0.171690298394655,0.379695716455334,0.283909358969746,0.838381880393989,0.207336673915099,0.443231121727685,0.828309701605345,0.492371111943894,0.509648931530746,0.780860577912567,0
75,0.159627535749917,0.372815562211044,0.282526149750178,0.836804788731987,0.203554883237213,0.42446253595281,0.840372464250083,0.472991059478559,0.479502834714348,0.763699840483765,0
76,0.173746107567192,0.382522931983547,0.284171480965264,0.841671355523666,0.226245627304529,0.518012967386535,0.826253892432808,0.566732694469725,0.570159180113389,0.810540629654092,0
77,0.0329231792484204,0.370057685038349,0.275613416010528,0.842198743457052,0.234281932495036,0.526056647004339,0.96707682075158,0.575673215910916,0.601068469254252,0.837169532545509,0
78,0.0832300389999093,0.371565235090576,0.277381301383679,0.843834580497251,0.266143518956226,0.60761468337152,0.916769961000091,0.655602548316291,0.634648931530746,0.854653260190373,0
79,0.108202073948665,0.372163557997061,0.278606802767963,0.843206466606515,0.256783587028458,0.554380149173695,0.891797926051335,0.609561539696986,0.618512865242041,0.839238069598704,0
80,0.046527798772561,0.36963718146295,0.27602177654961,0.841281021522665,0.225300179635057,0.504021839808902,0.953472201227439,0.553723432731945,0.569341474051461,0.818427005807965,0
81,0.100916044381292,0.373076140224522,0.278216764631469,0.841389787177631,0.222180202325801,0.520255447764832,0.899083955618708,0.561432624872852,0.566670300915831,0.815108298122693,0
82,0.0670254255222662,0.370558710574994,0.276727790817621,0.841559797019439,0.234187387728089,0.52254667771657,0.932974574477734,0.56036190374217,0.573320976886175,0.821232574581651,0
83,0.114853221271578,0.376172880650796,0.278989478441156,0.84296118329303,0.246667296965113,0.535514064251938,0.885146778728422,0.593125970341025,0.613116005233319,0.834484849026985,0
84,0.0456510566254497,0.370354050590159,0.275993919366822,0.840345684789715,0.215845702940342,0.483205771949495,0.95434894337455,0.53434338026661,0.54175752289577,0.801501480016589,0
85,0.112918342050367,0.37193317571905,0.278875538270119,0.845283691557889,0.272194384040843,0.626529517866719,0.887081657949633,0.664864286096686,0.664740514609682,0.86585678022714,0
86,0.18496236055265,0.385771769447731,0.285768371069643,0.831773760705652,0.189467712962088,0.392385316628479,0.81503763944735,0.45146956475186,0.432621020497165,0.728648940545382,1
87,0.071650996160474,0.370824880391337,0.276904851294165,0.838975620523535,0.228041977876525,0.501291863696193,0.928349003839526,0.57256812463194,0.502725686873092,0.778588007251582,0
88,0.131602019530187,0.370790211213578,0.280091135501432,0.841557926764695,0.230689231351045,0.490566957539122,0.868397980469813,0.547566786230526,0.562145660706498,0.814135507978489,0
89,0.121111346252683,0.376113607540434,0.279377640204713,0.837952383361272,0.202136711733006,0.451567298786136,0.878888653747317,0.502757106911505,0.494003488879198,0.769345367909696,0
90,0.147050820812045,0.377256572045907,0.281322219029402,0.833786935110434,0.213292994232769,0.45887973480232,0.852949179187955,0.524546281920874,0.431312690798081,0.727962107137487,0
91,0.136741542461529,0.377120132056016,0.280472684095635,0.840677284467894,0.21924931455044,0.493979427680008,0.863258457538471,0.542427324803255,0.553750545137375,0.803346200176725,0
92,0.196239078513771,0.380628429173107,0.287735085172015,0.840616182501388,0.21792568781318,0.479695802661727,0.803760921486229,0.528615022217463,0.544592237243785,0.800164461655877,0
93,0.0932672249599419,0.370029726024027,0.277838094760079,0.840429371989376,0.217074784910655,0.480085799249257,0.906732775040058,0.534075699983939,0.542030091583079,0.801686392440609,0
94,0.07029053420806,0.36963718146295,0.276852275453019,0.842167212867657,0.237307365037345,0.534197825769025,0.92970946579194,0.584346057069436,0.595180985608373,0.83083804554472,0
95,0.0952928016446473,0.370246687975163,0.27793504242129,0.840149671090137,0.216412971542025,0.49919563203822,0.904707198355353,0.543390973820868,0.533907544701265,0.797545299599144,0
96,0.0586207939051304,0.371229726918715,0.276423669646063,0.840399050419843,0.221518388957171,0.489981962657827,0.94137920609487,0.534075699983939,0.542902311382468,0.802135851410248,0
97,0.168939142001995,0.381842968755242,0.283570370614353,0.841063012641139,0.227191074974,0.491005703700093,0.831060857998005,0.543337437764334,0.555549498473615,0.805452099358022,0
98,0.0249418024609245,0.369838486366066,0.275392801212074,0.841423893875084,0.224922000567269,0.535270316384732,0.975058197539076,0.573317629423417,0.5805713039686,0.823168325849992,0
99,0.103274178432143,0.36963718146295,0.278339776716008,0.843441168853488,0.249220005672686,0.550723931165602,0.896725821567857,0.609079715188179,0.627834714348016,0.843656037783357,0
100,0.0824439943162923,0.37144221542756,0.277346908560667,0.842113322930517,0.236834641202609,0.551893920928192,0.917556005683708,0.598533112050966,0.590438290449193,0.828140996712144,0
101,0.134836895728149,0.369642773265814,0.280328253648052,0.842216133237581,0.237496454571239,0.513820504070589,0.865163104271851,0.557578028802398,0.576700828608809,0.821519570436133,0
102,0.157511261601717,0.37916002174093,0.282309388486131,0.840740227301253,0.219627493618228,0.499878126066397,0.842488738398283,0.546388992986777,0.556694286960314,0.803028170436621,0
103,0.167669377513076,0.377125723858881,0.283417635079394,0.842819639305593,0.237685544105134,0.512309267293911,0.832330622486924,0.566357942073987,0.579426515481901,0.822037158592912,0
104,0.0843788735375034,0.372178096684508,0.277431640579183,0.839279655316254,0.208471211118465,0.446399844001365,0.915621126462497,0.495904491675143,0.503979502834714,0.784243033127312,0
105,0.146053148713608,0.377547345794852,0.281235264418763,0.842259186290962,0.244303677791434,0.512163018573587,0.853946851286392,0.566732694469725,0.599269515918011,0.820228867788954,0
106,0.276869123560178,0.514238966813768,0.363108824495256,0.827608107342335,0.171315117708235,0.473650855555014,0.723130876439822,0.515659296536217,0.51569995638901,0.777093603168482,1
107,0.115578800979533,0.372250790121745,0.279033599195932,0.840708204365463,0.219816583152123,0.491931945595476,0.884421199020467,0.542320252690187,0.548844308765809,0.804724179140736,0
108,0.0814765547056867,0.370210900436832,0.277305163181258,0.844359796637617,0.257067221329299,0.631989470092137,0.918523445294313,0.648535788853793,0.661469690361971,0.863330269136994,0
109,0.175922846691054,0.380694412446906,0.28445725797608,0.841190681810254,0.221707478491065,0.515380490420709,0.824077153308946,0.567910487713475,0.553041866550371,0.806059958823898,0
110,0.157874051455694,0.375101491221988,0.282345948513867,0.840871026758471,0.221140209889383,0.503875591088578,0.842125948544306,0.555490122597569,0.549116877453118,0.80433007627679,0
111,0.110076488194213,0.373524602814243,0.278712687514869,0.842810878435913,0.250259998109105,0.52371666747916,0.889923511805787,0.577011617324268,0.5930004361099,0.833452405683909,0
112,0.0756719170420534,0.36963718146295,0.277064871313582,0.84455906737987,0.316063155904321,0.611027153512407,0.924328082957947,0.661812730874244,0.669210641081552,0.868321605367515,0
113,0.050881277020286,0.370866259732533,0.2761621105783,0.840627162869794,0.219154769783492,0.478330814605372,0.949118722979714,0.533004978853258,0.550425207152202,0.806396939017197,0
114,0.147715935544336,0.376020783612886,0.281380200898841,0.840746006380619,0.223125649995273,0.489396967776532,0.852284064455664,0.548637507361208,0.546064108155255,0.803585323562336,0
115,0.0612207878586329,0.371245383966736,0.276514747340908,0.84341445830443,0.242696416753333,0.602690976453956,0.938779212141367,0.629851705123401,0.649040558220672,0.853509415307213,0
116,0.0579859116606705,0.36963718146295,0.276401821490038,0.840274037848379,0.217547508745391,0.473943352995661,0.942014088339329,0.526259435729964,0.537723506323594,0.799990581373952,0
117,0.172990295371406,0.378289937215237,0.284071615734006,0.840593613763088,0.218209322114021,0.494271925120655,0.827009704628594,0.541249531559505,0.543938072394243,0.800927802221253,0
118,0.0653928711793693,0.36963718146295,0.276666538472782,0.842437856577898,0.241278245249125,0.539365280553795,0.934607128820631,0.594999732319717,0.602267771478412,0.836127273635805,0
119,0.0996765123802038,0.37301686711416,0.278154015008191,0.843323413062134,0.252812706816678,0.547360210598157,0.900323487619796,0.607152417152953,0.622056258177061,0.842852478475867,0
120,0.184629803186504,0.371932057358477,0.28571878801959,0.846339642675648,0.287510636286282,0.61512211768147,0.815370196813496,0.653193425772258,0.657653728739642,0.84737139840032,0
121,0.0532998760467999,0.36963718146295,0.276241988200553,0.841841133820065,0.227380164507894,0.569443767367036,0.9467001239532,0.611381765619144,0.587440034888792,0.827695149350824,0
122,0.0493394201408834,0.370071105365223,0.276111055030296,0.842392330134414,0.241183700482178,0.532199093257934,0.950660579859117,0.578082338454949,0.593327518534671,0.838086938075539,0
123,0.0624603198597213,0.369639418184096,0.276560165867061,0.840676409505575,0.218682045948757,0.491639448154829,0.937539680140279,0.537876759997859,0.549498473615351,0.806742509873335,0
124,0.146295008616259,0.375637185936392,0.281254430508652,0.839894792784853,0.211874822728562,0.494028177253449,0.853704991383741,0.545211199743027,0.538541212385521,0.794356545429036,0
125,0.182029809233002,0.383998049579161,0.285321712522327,0.838063492079355,0.201285808830481,0.4667771656998,0.817970190766998,0.527330156860646,0.520769733972961,0.779436067659644,0
126,0.097197448378027,0.373542496583408,0.278029347128134,0.840239861319772,0.215940247707289,0.51976795203042,0.902802551621973,0.558059853311205,0.538050588748365,0.798834760045253,1
127,0.15161592647459,0.373929449341621,0.281734810656463,0.842042839008689,0.234376477261984,0.514064251937795,0.84838407352541,0.55602548316291,0.57168556476232,0.817060105432453,0
128,0.121988088399794,0.373758340173972,0.279433184995571,0.840356726036187,0.216129337241184,0.492321942183006,0.878011911600206,0.545211199743027,0.54088530309638,0.799959149330534,0
129,0.121353206155335,0.37608453016554,0.279392107684077,0.841448780698999,0.226340172071476,0.51109052795788,0.878646793844665,0.568285240109214,0.570431748800698,0.813869712825401,0
130,0.12210901835112,0.374040167038335,0.279440416559437,0.824988296772557,0.174340550250544,0.278213815629113,0.87789098164888,0.30553027463997,0.293120366332316,0.605229702828033,1
131,0.108171841460834,0.369889930952418,0.278605981030605,0.842222173926505,0.259525385269925,0.530297859893726,0.891828158539166,0.573478237593019,0.587821631051025,0.825782358301792,0
132,0.0965021011579043,0.373606243136062,0.277994708437982,0.840120067605396,0.214427531436135,0.491346950714181,0.903497898842096,0.547780930456663,0.53908634976014,0.797105943202878,0
133,0.109562535901079,0.372737276970943,0.278684010095969,0.83972506232647,0.211307554126879,0.46955589138595,0.890437464098921,0.522511911772579,0.524912778020061,0.791668826237604,0
134,0.053662665900777,0.369995056846268,0.276253322459449,0.840514277029676,0.226907440673159,0.489006971189002,0.946337334099223,0.536698966754109,0.545082860880942,0.804293197511611,0
135,0.100129999697675,0.36963718146295,0.278177668634671,0.848965126534268,0.357190129526331,0.81801784234388,0.899870000302325,0.814551100165962,0.801569995638901,0.923155051916147,0
136,0.0665417057169634,0.371094405289398,0.276709746443238,0.840119498459432,0.215751158173395,0.491151952420416,0.933458294283037,0.538786872958938,0.53554295682512,0.797269501492212,0
137,0.104513710433232,0.371397481004646,0.278406609987664,0.841342819713136,0.225016545334216,0.505484327012139,0.895486289566768,0.55747095668933,0.565361971216747,0.814101747528785,0
138,0.0973788433050156,0.373852282462093,0.278037895728272,0.843769592419625,0.276448898553465,0.550187685857749,0.902621156694984,0.61106054927994,0.628815961622329,0.849847462929848,0
139,0.0872509598814886,0.37005432995663,0.277559622827914,0.843224656946105,0.25139453531247,0.5688100229123,0.912749040118511,0.602120027838749,0.620202791103358,0.844290851859295,0
140,0.110681137950842,0.374602702406488,0.278746133487831,0.841562417348994,0.227096530207053,0.512991761322088,0.889318862049158,0.56416296375609,0.565961622328827,0.816487687135469,0
141,0.0387278169120537,0.36963718146295,0.27578212355821,0.844120180732455,0.26765623522738,0.605664700433871,0.961272183087946,0.668825954280208,0.680658525948539,0.8721589653127,0
142,0.114974151222904,0.370101301100691,0.278997459636255,0.848114912641316,0.4112697362201,0.671427875006094,0.885025848777096,0.721237753627068,0.721053205407763,0.902403957159828,0
143,0.177585633521783,0.36963718146295,0.284685055776051,0.748252157896364,0.187198638555356,0.0828255252766538,0.822414366478217,0.0883880293377589,0.0692869603139991,0.0,0
144,0.058590561417299,0.370785737771286,0.276422193523958,0.84379186542666,0.2703034887019,0.577194949544191,0.941409438582701,0.634509342041865,0.64691452245966,0.860656754537218,0
145,0.0786951658251957,0.36963718146295,0.277188833336638,0.842848512856298,0.241278245249125,0.567786281870034,0.921304834174804,0.604047325873976,0.61611426079372,0.840313865054411,0
146,0.0110650905463011,0.36963718146295,0.275037955910863,0.843393963183897,0.24610002836343,0.587578608687174,0.988934909453699,0.651855024358906,0.655527692978631,0.865282793963618,0
147,0.0906672310064395,0.371054144308775,0.277715518030409,0.840193903790192,0.216791150609814,0.467849656315507,0.90933276899356,0.521548262754965,0.534888791975578,0.798242435780429,0
148,0.107597424192037,0.370142680441887,0.278573200810862,0.839776011298795,0.200056726860168,0.438209915663238,0.892402575807963,0.499705551689063,0.525894025294374,0.792322595571537,0
149,0.116848565468452,0.375580149547176,0.279110823236052,0.841431597677494,0.225394724402004,0.505874323599668,0.883151434531548,0.55982654317683,0.570704317488007,0.8141021444053,0
150,0.0418417631586903,0.370006240451997,0.275875755759534,0.836253713306393,0.194478585610286,0.353190659581729,0.95815823684131,0.389153594946196,0.393807239424335,0.726067156632752,0
151,0.101520694137921,0.36963718146295,0.278248626941492,0.842260558362896,0.243641864422804,0.529322868424901,0.898479305862079,0.577332833663472,0.588639337112952,0.827373064038842,0
152,0.176225171569368,0.377993571663427,0.284499749058349,0.845641313426354,0.33033941571334,0.581192414566373,0.823774828430632,0.614326248728519,0.633776711731356,0.845062912496801,0
153,0.0627928772258669,0.370889745304563,0.276571558820065,0.841050336125435,0.223692918596956,0.525227904255838,0.937207122774133,0.570480218427111,0.562091146969036,0.813064300466547,0
154,0.143906642077577,0.375216682360993,0.281050003948711,0.836851734703188,0.204027607071949,0.442012382391654,0.856093357922423,0.492531720113496,0.477322285215874,0.760554786934479,0
155,0.109199746047102,0.375149580726621,0.278662550524701,0.840527027434092,0.21858750118181,0.490079461804709,0.890800253952898,0.550993093848707,0.548953336240733,0.8025675835492,0
156,0.138011306950449,0.373428423804976,0.280573088148727,0.838145518017893,0.205918502410892,0.447423585043631,0.861988693049551,0.492478184056962,0.497873964238988,0.774113384383842,0
157,0.149136862472413,0.37945638729274,0.281506931352695,0.841382626646905,0.222463836626643,0.496173158484863,0.850863137527587,0.553669896675411,0.56841474051461,0.810339239967815,0
158,0.183178643770596,0.385748283875701,0.285493328334973,0.842408804832788,0.260943556774133,0.521620435821187,0.816821356229404,0.567589271374271,0.578772350632359,0.815531436715926,0
159,0.162136832239925,0.381429175343281,0.282794277088782,0.834180254400657,0.186536825186726,0.426656266757666,0.837863167760075,0.463086889019755,0.44755778456171,0.738606013029761,0
160,0.114218339027119,0.371234200361007,0.278952994500824,0.841557742998498,0.227569254041789,0.517281723784917,0.885781660972882,0.558541677820012,0.569450501526385,0.816035360660937,0
161,0.11340206185567,0.372406242241374,0.278904921016946,0.841001460859087,0.227191074974,0.491980695168917,0.88659793814433,0.544140478612345,0.55331443523768,0.808727792227653,0
